"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"5059","Nagaland","Providing drains and gutters for public drainage","WS/MP233/2025-2026/249134","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","02-Mar-2026","Nguphon Konyak","Payment Success","520000"
"5060","Nagaland","Construction of additional rooms and halls in the existing public and community building","WS/MP233/2025-2026/229712","Noklak(Deputy Commissioner Noklak_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","09-Dec-2025","LAMSONG","Payment Success","600000"
"5061","Nagaland","Construction of additional rooms and halls in the existing public and community building","WS/MP233/2025-2026/229712","Noklak(Deputy Commissioner Noklak_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","18-Feb-2026","LAMSONG","Payment Success","400000"
"5062","Gujarat","Construction of additional rooms and halls in the existing public and community building","WS/MP18291/2025-2026/163939","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","05-Dec-2025","Anand Enterprise","Payment Success","2238544"
"5063","Chhattisgarh","Construction of culverts and bridges","WS/MP225/2025-2026/262664","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","10-Feb-2026","Gram Panchayat Nagam","Payment Success","760000"
"5064","Chhattisgarh","Setting up crops conservation facilities","WS/MP225/2025-2026/250309","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","21-Jan-2026","Gram Panchayat Nagam","Payment Success","750000"
"5065","Chhattisgarh","Setting up crops conservation facilities","WS/MP225/2025-2026/250309","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","24-Feb-2026","Gram Panchayat Nagam","Payment Success","749964"
"5066","Chhattisgarh","Construction of culverts and bridges","WS/MP225/2025-2026/262664","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","25-Mar-2026","Gram Panchayat Nagam","Payment Success","759933"
"5067","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP225/2026-2027/281993","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","16-Jul-2026","Gram Panchayat Nagam","Payment Success","499800"
"5068","Chhattisgarh","Construction of culverts and bridges","WS/MP225/2026-2027/282006","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","16-Jul-2026","Gram Panchayat Nagam","Payment Success","849529"
"5069","Chhattisgarh","Construction of culverts and bridges","WS/MP225/2026-2027/282006","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","29-May-2026","Gram Panchayat Nagam","Payment Success","850000"
"5070","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP225/2026-2027/281993","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","19-Jun-2026","Gram Panchayat Nagam","Payment Success","500000"
"5071","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160274","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"5072","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160275","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"5073","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160276","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"5074","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160277","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"5075","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160278","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"5076","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160279","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"5077","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160283","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"5078","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160284","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"5079","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160285","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"5080","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160286","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"5081","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160287","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"5082","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160261","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"5083","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160262","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"5084","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160263","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"5085","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160264","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"5086","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160265","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"5087","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160292","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"5088","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160293","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"5089","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160294","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"5090","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160295","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"5091","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160296","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"5092","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160297","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"5093","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160270","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"5094","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160271","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"5095","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160272","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"5096","Uttar Pradesh","Lighting of public spaces","WS/MP847/2025-2026/160273","JALAUN(DISTRICT MAGISTRATE JALAUN_IDA)","Shri Baburam Nishad (2022-28) (2022-2028)","Elected MP","26-Nov-2025","AK ENTERPRISES","Payment Success","119711"
"5097","West Bengal","Development of public parks","WS/MP18382/2026-2027/255899","Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","24-Jul-2026","JAYBALAAJI","Payment Success","680245"
"5098","West Bengal","Development of public parks","WS/MP18382/2026-2027/255898","Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","24-Jul-2026","JAYBALAAJI","Payment Success","680245"
"5099","West Bengal","Development of public parks","WS/MP18382/2026-2027/255897","Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","24-Jul-2026","JAYBALAAJI","Payment Success","680245"
"5100","West Bengal","Development of public parks","WS/MP18382/2025-2026/255907","Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","12-May-2026","JAYBALAAJI","Payment Success","680245"
"5101","West Bengal","Development of public parks","WS/MP18382/2025-2026/255905","Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","12-May-2026","JAYBALAAJI","Payment Success","680245"
"5102","West Bengal","Development of public parks","WS/MP18382/2025-2026/255906","Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","14-May-2026","JAYBALAAJI","Payment Success","680245"
"5103","West Bengal","Development of public parks","WS/MP18382/2025-2026/255904","Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","08-Apr-2026","JAYBALAAJI","Payment Success","680245"
"5104","West Bengal","Development of public parks","WS/MP18382/2025-2026/255903","Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","08-Apr-2026","JAYBALAAJI","Payment Success","680245"
"5105","West Bengal","Development of public parks","WS/MP18382/2025-2026/255902","Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","09-Apr-2026","JAYBALAAJI","Payment Success","680245"
"5106","West Bengal","Development of public parks","WS/MP18382/2025-2026/200582","North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","12-Nov-2025","JAYBALAAJI","Payment Success","377649"
"5107","West Bengal","Development of public parks","WS/MP18382/2025-2026/200584","North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","13-Nov-2025","JAYBALAAJI","Payment Success","377649"
"5108","West Bengal","Development of public parks","WS/MP18382/2025-2026/200583","North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","13-Nov-2025","JAYBALAAJI","Payment Success","377649"
"5109","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18304/2025-2026/184484","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","11-Dec-2025","Manohar Singh","Payment Success","200000"
"5110","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP203/2025-2026/232810","BAREILLY(DISTRICT MAGISTRAE BAREILLY_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","18-Nov-2025","SUSHILA CONSTRUCTION","Payment Success","745056"
"5111","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP203/2025-2026/232810","BAREILLY(DISTRICT MAGISTRAE BAREILLY_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","10-Feb-2026","SUSHILA CONSTRUCTION","Payment Success","246995"
"5112","Uttar Pradesh","Construction of community centers and community halls","WS/MP186/2024-2025/141383","BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","13-Nov-2025","Amit kumar Contractor","Payment Success","322260"
"5113","Uttar Pradesh","Construction of community centers and community halls","WS/MP186/2024-2025/141383","BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","13-Nov-2025","Amit kumar Contractor","Payment Success","669842"
"5114","Rajasthan","Construction of public libraries and reading rooms","WS/MP146/2024-2025/141422","ALWAR(DISTRICT COLLECTOR ALWAR_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","17-Nov-2025","SHRI GIRRAJ ENTERPRISES","Payment Success","126511"
"5115","Rajasthan","Construction of public libraries and reading rooms","WS/MP146/2024-2025/141422","ALWAR(DISTRICT COLLECTOR ALWAR_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","19-Dec-2025","SHRI GIRRAJ ENTERPRISES","Payment Success","289323"
"5116","Tamil Nadu","Purchase of furniture and fixtures for educational purposes","WS/MP166/2025-2026/168185","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Shri K.R.N. Rajeshkumar (2022-28) (2022-2028)","Elected MP","19-Nov-2025","MPLAD KRN Rajeshkumar","Payment Success","333269"
"5117","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP171/2025-2026/148161","WARANGAL(District Collector Warangal_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","14-Nov-2025","JINUGU ANIM REDDY","Payment Success","456016"
"5118","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP171/2025-2026/148160","WARANGAL(District Collector Warangal_IDA)","Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030)","Elected MP","15-Nov-2025","JINUGU ANIM REDDY","Payment Success","431659"
"5119","Telangana","Construction of culverts and bridges","WS/MP846/2025-2026/148684","WARANGAL(District Collector Warangal_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","17-Jan-2026","JINUGU ANIM REDDY","Payment Success","500000"
"5120","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP846/2025-2026/148685","WARANGAL(District Collector Warangal_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","17-Jan-2026","JINUGU ANIM REDDY","Payment Success","500000"
"5121","Himachal Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP18304/2025-2026/213787","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","11-Feb-2026","GP ATHLUIEN DEV FUND","Payment Success","50000"
"5122","Himachal Pradesh","Construction of culverts and bridges","WS/MP18304/2025-2026/157343","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","26-Aug-2026","GP ATHLUIEN DEV FUND","Payment Success","50000"
"5123","Himachal Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP18304/2025-2026/213787","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","18-Nov-2025","GP ATHLUIEN DEV FUND","Payment Success","50000"
"5124","Odisha","Street lights","WS/MP138/2025-2026/170329","JAGATSINGHAPUR(DISTRICT COLLECTOR JAGATSINGHPUR_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","15-Nov-2025","BINAPANI BEHERA JE BIRIDI BLOCK","Payment Success","750000"
"5125","Uttar Pradesh","Construction of community centers and community halls","WS/MP186/2024-2025/141249","MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","15-Nov-2025","SANTOSH KUMAR","Payment Success","1718231"
"5126","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP203/2025-2026/244020","GORAKHPUR(DISTRICT MAGISTRATE GORAKHPUR_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","13-Nov-2025","MS CHAND ASSOCIATES","Payment Success","224252"
"5127","Uttarakhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP204/2025-2026/193342","Udham Singh Nagar(DISTRICT MAGISTRATE UDHAMSINGH NAGAR_IDA)","Dr. Kalpana Saini (2022-28) (2022-2028)","Elected MP","14-Nov-2025","satish kumar","Payment Success","495425"
"5128","Rajasthan","Construction of public libraries and reading rooms","WS/MP18295/2025-2026/192622","JAISALMER(DISTRICT COLLECTOR JAISLAMER_IDA)","Smt. Sonia Gandhi (2024-30) (2024-2030)","Elected MP","23-Dec-2025","JABBAR SINGH ENTERPRISES","Payment Success","456999"
"5129","Rajasthan","Construction of public libraries and reading rooms","WS/MP18295/2025-2026/192622","JAISALMER(DISTRICT COLLECTOR JAISLAMER_IDA)","Smt. Sonia Gandhi (2024-30) (2024-2030)","Elected MP","28-May-2026","JABBAR SINGH ENTERPRISES","Payment Success","162687"
"5130","Rajasthan","Construction of public libraries and reading rooms","WS/MP18295/2025-2026/192622","JAISALMER(DISTRICT COLLECTOR JAISLAMER_IDA)","Smt. Sonia Gandhi (2024-30) (2024-2030)","Elected MP","04-Dec-2025","JABBAR SINGH ENTERPRISES","Payment Success","380304"
"5131","Kerala","Construction of buildings for crèches and anganwadies","WS/MP095/2024-2025/134586","THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA)","Shri A. A. Rahim (2022-28) (2022-2028)","Elected MP","25-Feb-2026","JIJO PAUL J","Payment Success","660233"
"5132","Kerala","Construction of buildings for crèches and anganwadies","WS/MP095/2024-2025/134586","THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA)","Shri A. A. Rahim (2022-28) (2022-2028)","Elected MP","18-Nov-2025","JIJO PAUL J","Payment Success","566833"
"5133","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18285/2025-2026/225621","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","Shri Chunnilal Garasiya (2024-30) (2024-2030)","Elected MP","18-Jun-2026","Mahadev enterprises","Payment Success","185938"
"5134","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18285/2025-2026/225621","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","Shri Chunnilal Garasiya (2024-30) (2024-2030)","Elected MP","19-Nov-2025","Mahadev enterprises","Payment Success","350875"
"5135","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18285/2025-2026/225621","PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA)","Shri Chunnilal Garasiya (2024-30) (2024-2030)","Elected MP","11-Apr-2026","Mahadev enterprises","Payment Success","103450"
"5136","West Bengal","Construction of footpaths and pedestrian ways","WS/MP217/2024-2025/158718","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Shri Mohammed Nadimul Haque (2024-30) (2024-2030)","Elected MP","09-Dec-2025","MUKHERJEE CONSTRUCTION","Payment Success","1096933"
"5137","West Bengal","Construction of footpaths and pedestrian ways","WS/MP217/2025-2026/246918","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Shri Mohammed Nadimul Haque (2024-30) (2024-2030)","Elected MP","05-May-2026","MUKHERJEE CONSTRUCTION","Payment Success","697596"
"5138","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18287/2025-2026/210491","Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA)","Shri Ashokrao Shankarrao Chavan (2024-30) (2024-2030)","Elected MP","24-Nov-2025","GAIKWAD OMKAR RAMNATH","Payment Success","499921"
"5139","Himachal Pradesh","Construction of boundary walls of existing public and community buildings","WS/MP078/2025-2026/201028","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","17-Apr-2026","HPSCSC KANDRORI","Payment Success","42200"
"5140","Tamil Nadu","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP165/2025-2026/213230","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","14-Nov-2025","EXE ENGIR PWD BUILDINGS CM DIV","Payment Success","65000"
"5141","Tamil Nadu","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP165/2025-2026/227724","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","07-Mar-2026","EXE ENGIR PWD BUILDINGS CM DIV","Payment Success","63000"
"5142","Tamil Nadu","Construction of rooms and halls in school and colleges","WS/MP165/2025-2026/213229","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","12-Jan-2026","EXE ENGIR PWD BUILDINGS CM DIV","Payment Success","53500"
"5143","Gujarat","Construction of common work sheds/ common covered sitting area","WS/MP18291/2025-2026/201555","BHAVNAGAR(DISTRICT COLLECTOR BHAVNAGAR_IDA)","Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030)","Elected MP","08-Dec-2025","LUVARVAV GRAM PANCHAYAT","Payment Success","480000"
"5144","Punjab","Providing drains and gutters for public drainage","WS/MP843/2025-2026/267763","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","Dr. Ashok Kumar Mittal (2022-28) (2022-2028)","Elected MP","15-May-2026","MS AGGARWAL AND CO","Payment Success","167490"
"5145","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP18298/2025-2026/227904","KARAULI(DISTRICT COLLECTOR KARAULI_IDA)","Shri Madan Rathore (2024-30) (2024-2030)","Elected MP","06-Apr-2026","krishna interprises","Payment Success","8797"
"5146","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP18298/2025-2026/227904","KARAULI(DISTRICT COLLECTOR KARAULI_IDA)","Shri Madan Rathore (2024-30) (2024-2030)","Elected MP","06-Apr-2026","krishna interprises","Payment Success","228802"
"5147","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP18298/2025-2026/227904","KARAULI(DISTRICT COLLECTOR KARAULI_IDA)","Shri Madan Rathore (2024-30) (2024-2030)","Elected MP","06-Apr-2026","krishna interprises","Payment Success","150588"
"5148","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP18298/2025-2026/227904","KARAULI(DISTRICT COLLECTOR KARAULI_IDA)","Shri Madan Rathore (2024-30) (2024-2030)","Elected MP","06-Apr-2026","krishna interprises","Payment Success","10200"
"5149","Rajasthan","Purchase of mobile sanitation equipment","WS/MP18298/2025-2026/194481","BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA)","Shri Madan Rathore (2024-30) (2024-2030)","Elected MP","17-Nov-2025","Faujdar Tractors","Payment Success","318200"
"5150","Rajasthan","Purchase of mobile sanitation equipment","WS/MP18298/2025-2026/194481","BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA)","Shri Madan Rathore (2024-30) (2024-2030)","Elected MP","23-Mar-2026","Faujdar Tractors","Payment Success","149800"
"5151","Gujarat","Construction of additional rooms and halls in the existing public and community building","WS/MP889/2025-2026/140631","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","12-Aug-2026","JAGATSINH NAVALSINH BARAD","Payment Success","999000"
"5152","Gujarat","Construction of rooms and halls in school and colleges","WS/MP889/2025-2026/140621","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","12-Jan-2026","JAGATSINH NAVALSINH BARAD","Payment Success","979009"
"5153","Odisha","Construction of community centers and community halls","WS/MP138/2025-2026/211099","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","15-Nov-2025","CHINAMAYA KUMAR MOHARANA","Payment Success","500000"
"5154","Maharashtra","Construction of public libraries and reading rooms","WS/MP113/2024-2025/143939","THANE(DISTRICT COLLECTOR THANE_IDA)","Shri Imran Pratapgarhi (2022-28) (2022-2028)","Elected MP","28-Jul-2026","Hindustan Enterprises","Payment Success","1997092"
"5155","Chandigarh","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP18365/2025-2026/198191","CHANDIGARH(DEPUTY COMMISSIONER ZILLA PARISHAD CHANDIGARH_IDA)","Shri Satnam Singh Sandhu (2024-30) (2024-2030)","Nominated MP","21-Jan-2026","Horizon construction co","Payment Success","173098"
"5156","Kerala","Purchase of vehicle for mobile dispensaries (Four, three and two wheelers)","WS/MP096/2025-2026/243720","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Shri Abdul Wahab (2021-27) (2021-2027)","Elected MP","24-Jan-2026","ASK FOR IT SOLUTION","Payment Success","60790"
